accident_id,accident_date,location,severity
A002966,2023-03-30,Waltersmouth,Moderate
A002967,2023-08-31,Lake Daniel,Minor
A002968,2024-12-11,Lake Heather,Severe
A002969,2024-08-23,Suzanneton,Moderate
A002970,2023-07-28,New Ricky,Severe
A002971,2024-02-16,West Patricia,Moderate
A002972,2023-12-25,Annaberg,Minor
A002973,2023-10-16,West Sarah,Severe
A002974,2024-07-14,Vickihaven,Minor
A002975,2024-04-15,Jessicafurt,Moderate
A002976,2025-01-02,West Lucas,Minor
A002977,2023-09-15,Jeffreyborough,Severe
A002978,2023-07-27,West Austin,Severe
A002979,2023-06-09,New Briana,Minor
A002980,2024-05-14,Jasonport,Moderate
A002981,2023-12-02,Lake Jaclyn,Severe
A002982,2023-04-08,South Jennifer,Minor
A002983,2023-10-08,West Jennifermouth,Severe
A002984,2023-03-31,Michaelstad,Minor
A002985,2024-11-19,Morganshire,Moderate
A002986,2023-06-15,Hendersonhaven,Severe
A002987,2024-08-24,Hallport,Severe
A002988,2023-08-28,Port Matthewside,Moderate
A002989,2023-11-06,Dennishaven,Moderate
A002990,2023-03-11,North Jasonview,Moderate
A002991,2024-07-23,Martinborough,Minor
A002992,2024-05-05,Melindaberg,Severe
A002993,2023-12-14,North Malik,Minor
A002994,2023-04-11,Lake Edwardborough,Severe
A002995,2023-11-27,Ianview,Moderate
A002996,2023-06-28,North Sarah,Moderate
A002997,2024-05-10,South Josephville,Minor
A002998,2024-02-14,Yorkchester,Moderate
A002999,2024-02-14,Lake Danielle,Severe
A003000,2023-04-09,South Alexandriafurt,Severe
A003001,2023-07-15,Lake Christinaburgh,Moderate
A003002,2024-10-08,Lovemouth,Moderate
A003003,2024-07-22,Jesseshire,Severe
A003004,2025-01-25,South Joseph,Minor
A003005,2023-03-29,Johnstonberg,Minor
A003006,2024-11-24,New Zacharystad,Severe
A003007,2023-05-31,Coopertown,Minor
A003008,2025-01-23,Youngbury,Minor
A003009,2024-11-15,Karenburgh,Minor
A003010,2023-07-28,Taylorton,Severe
A003011,2024-04-28,Nicolestad,Moderate
A003012,2025-01-11,Shellybury,Moderate
A003013,2024-08-24,Christianfort,Severe
A003014,2024-06-18,South Kelly,Severe
A003015,2024-05-23,Gomezstad,Severe
A003016,2024-08-04,Lake Shane,Severe
A003017,2024-02-13,South Geraldberg,Minor
A003018,2024-10-04,Jodyhaven,Minor
A003019,2025-01-30,West William,Minor
A003020,2024-02-17,Sherrychester,Severe
A003021,2024-07-16,South Phillip,Severe
A003022,2025-02-11,East Christinachester,Severe
A003023,2024-01-11,Raymondville,Severe
A003024,2025-01-12,Rebeccachester,Minor
A003025,2025-02-10,Johnnyfort,Minor
A003026,2025-02-14,North Stevenchester,Minor
A003027,2024-06-07,Lake Debbie,Moderate
A003028,2024-11-10,Harrisberg,Moderate
A003029,2024-01-02,North Randyton,Severe
A003030,2023-06-02,Lake Joshuaport,Severe
A003031,2024-07-30,East Eugene,Severe
A003032,2023-10-31,Salazarfurt,Severe
A003033,2023-09-18,West Jaredview,Minor
A003034,2024-04-20,Devonfort,Severe
A003035,2024-07-09,Osbornbury,Severe
A003036,2024-12-25,North Brandi,Severe
A003037,2024-06-07,New Ronaldfurt,Severe
A003038,2023-07-21,West Betty,Severe
A003039,2023-12-09,New Coltontown,Moderate
A003040,2023-08-01,Port Carolynmouth,Minor
A003041,2024-12-02,Port Christopherfurt,Moderate
A003042,2023-11-25,Lake Deborahborough,Severe
A003043,2023-11-26,Kimberlybury,Minor
A003044,2024-05-17,South Mark,Moderate
A003045,2024-03-04,Benjaminchester,Severe
A003046,2024-10-18,East Brandonbury,Moderate
A003047,2024-03-08,New Joseph,Moderate
A003048,2024-11-18,Elizabethside,Minor
A003049,2024-08-11,Murphyview,Minor
A003050,2023-06-21,East Davidbury,Minor
A003051,2023-12-23,New Melissaside,Severe
A003052,2024-11-04,Hugheschester,Moderate
A003053,2023-11-11,East Patricia,Severe
A003054,2024-12-08,West Stephanie,Severe
A003055,2024-04-24,Jamesbury,Severe
A003056,2024-07-03,North Joseph,Minor
A003057,2024-04-10,West David,Moderate
A003058,2023-05-11,Evansmouth,Moderate
A003059,2023-08-05,Kennethmouth,Moderate
A003060,2023-11-04,Hartmanhaven,Minor
A003061,2024-03-09,New Christinatown,Moderate
A003062,2023-02-24,Amandahaven,Severe
A003063,2024-07-22,Martinezshire,Minor
A003064,2024-11-15,Angelaview,Minor
A003065,2023-04-27,Jordanhaven,Moderate
A003066,2024-05-18,New Jessicaborough,Severe
A003067,2023-02-28,New Davidfurt,Minor
A003068,2023-02-26,East Albert,Minor
A003069,2024-06-08,Anthonyville,Severe
A003070,2023-03-27,Michaelborough,Severe
A003071,2024-04-15,New Amanda,Minor
A003072,2023-10-09,Lake Laurieside,Moderate
A003073,2023-12-01,Dominicville,Severe
A003074,2024-03-13,Kimberlyborough,Moderate
A003075,2024-01-04,New Mirandaport,Minor
A003076,2023-08-18,New Sarah,Moderate
A003077,2024-09-23,Lake Jamiefurt,Severe
A003078,2024-11-27,Stephanieberg,Minor
A003079,2023-04-22,South Nicholasborough,Severe
A003080,2024-11-08,Lauraview,Minor
A003081,2025-01-07,West Jody,Severe
A003082,2023-10-18,Cynthiachester,Severe
A003083,2023-08-07,West Nicole,Minor
A003084,2024-08-22,Lake Patriciachester,Moderate
A003085,2024-04-18,South Pattyville,Severe
A003086,2023-06-22,West Sarah,Minor
A003087,2023-06-04,Lake Elizabethton,Severe
A003088,2024-06-16,East Jeffreytown,Moderate
A003089,2024-12-30,Priceside,Severe
A003090,2024-03-13,Alyssaland,Moderate
A003091,2024-04-03,Oliverborough,Moderate
A003092,2023-04-01,Lake Kevin,Moderate
A003093,2024-01-12,South Brittany,Minor
A003094,2023-08-08,North Ryan,Minor
A003095,2023-09-26,Burnsburgh,Minor
A003096,2024-03-22,Benitezport,Severe
A003097,2025-01-02,Tylerside,Minor
A003098,2023-06-22,Ronaldmouth,Minor
A003099,2023-08-27,South Jason,Minor
A003100,2024-03-07,Lake Jessechester,Severe
A003101,2023-06-04,New Jefferytown,Moderate
A003102,2024-06-22,Lake Thomasstad,Minor
A003103,2024-11-16,Port Williamchester,Minor
A003104,2023-08-30,Ibarramouth,Minor
A003105,2024-05-31,Gayside,Moderate
A003106,2024-01-20,Lake Roger,Moderate
A003107,2024-06-02,Carlsonborough,Severe
A003108,2023-05-26,Port Hannah,Severe
A003109,2023-04-17,Wallaceside,Severe
A003110,2023-04-11,Hayestown,Severe
A003111,2024-06-19,Meganport,Minor
A003112,2025-02-08,North Jennifer,Moderate
A003113,2023-09-17,West Christopherfurt,Minor
A003114,2023-10-17,Lisamouth,Minor
A003115,2023-06-09,Mendezburgh,Moderate
A003116,2025-01-13,Amandaberg,Moderate
A003117,2023-06-13,East Lisa,Moderate
A003118,2023-12-13,West Kristen,Severe
A003119,2024-03-25,South Mark,Severe
A003120,2024-05-23,Lake Jennifer,Moderate
A003121,2023-07-10,Paynefurt,Moderate
A003122,2023-11-19,Lake Jonathan,Minor
A003123,2023-02-21,East Kyleside,Moderate
A003124,2024-08-07,Hannahbury,Severe
A003125,2024-10-01,South Jessicabury,Minor
A003126,2023-07-15,Raymondview,Severe
A003127,2024-03-10,Hubbardfurt,Severe
A003128,2024-08-28,Lake Omar,Moderate
A003129,2024-06-11,Deniseport,Minor
A003130,2023-03-10,North Carol,Severe
A003131,2023-08-10,Morrismouth,Moderate
A003132,2023-08-17,Hernandezview,Moderate
A003133,2023-11-26,Jamesside,Moderate
A003134,2023-11-26,Kleinville,Minor
A003135,2024-07-10,Harrisfort,Severe
A003136,2023-04-04,Hicksbury,Severe
A003137,2023-06-12,Nicholasshire,Minor
A003138,2023-05-18,West Michelle,Moderate
A003139,2024-08-14,South Laurenshire,Moderate
A003140,2023-10-27,South Tanyahaven,Minor
A003141,2024-02-13,Harveychester,Minor
A003142,2024-06-30,Harrismouth,Moderate
A003143,2023-02-26,Port Leah,Severe
A003144,2023-03-10,Mullenside,Moderate
A003145,2025-02-18,Port Tarafort,Moderate
A003146,2024-05-03,Martinfurt,Moderate
A003147,2023-03-23,West Sandrashire,Minor
A003148,2024-10-16,North Emily,Severe
A003149,2024-12-14,Currychester,Severe
A003150,2023-02-28,West Dwaynechester,Moderate
A003151,2024-01-13,Hansenstad,Moderate
A003152,2024-11-17,Chapmanburgh,Severe
A003153,2024-08-18,Robertberg,Moderate
A003154,2024-09-11,Claudialand,Moderate
A003155,2024-05-17,Jasonport,Severe
A003156,2024-10-25,East Leslie,Severe
A003157,2024-02-24,Lake Robertstad,Moderate
A003158,2023-09-15,Port Susanmouth,Moderate
A003159,2023-10-09,North Cody,Severe
A003160,2024-04-15,Lindsaychester,Moderate
A003161,2024-11-23,Juanstad,Moderate
A003162,2023-06-02,New Zachary,Minor
A003163,2024-12-01,Kaitlynmouth,Minor
A003164,2024-07-15,Boyleshire,Moderate
A003165,2024-09-07,New Joshuaburgh,Minor
A003166,2023-04-17,Smithmouth,Severe
A003167,2024-04-28,South Cynthiashire,Minor
A003168,2024-03-05,East Noahtown,Severe
A003169,2024-07-19,Holtburgh,Severe
A003170,2023-06-30,Richardhaven,Severe
A003171,2023-04-15,Baldwinport,Minor
A003172,2023-08-15,North Theodore,Moderate
A003173,2023-06-09,Port Cheryl,Moderate
A003174,2024-12-31,Savannahmouth,Severe
A003175,2024-12-07,North Alice,Moderate
A003176,2025-01-27,Port Rebekah,Moderate
A003177,2025-02-19,North Sharon,Minor
A003178,2024-06-13,Kayleeshire,Severe
A003179,2023-06-19,New Daniel,Severe
A003180,2023-05-24,Delgadoton,Severe
A003181,2023-07-01,Lake Pamelaside,Severe
A003182,2024-05-23,East Bradley,Severe
A003183,2024-02-10,Foxchester,Moderate
A003184,2024-05-18,Port Peggy,Minor
A003185,2024-08-04,New Daltonchester,Severe
A003186,2024-08-31,Watsonshire,Moderate
A003187,2024-09-03,Lake Karenview,Minor
A003188,2024-05-12,Navarroport,Moderate
A003189,2023-04-04,East Nicholeshire,Minor
A003190,2023-04-14,Debrachester,Minor
A003191,2024-04-21,East Kimberly,Moderate
A003192,2023-03-18,East Dawnport,Minor
A003193,2025-02-13,Port Ann,Moderate
A003194,2024-06-22,West Cassandrabury,Severe
A003195,2024-12-05,Kellyshire,Moderate
A003196,2023-06-23,North Ricardomouth,Moderate
A003197,2024-11-16,North Meganton,Moderate
A003198,2024-12-02,Taramouth,Moderate
A003199,2023-06-16,Karenport,Minor
A003200,2024-02-16,Joelburgh,Severe
A003201,2024-01-24,Westfurt,Severe
A003202,2023-12-04,Brightmouth,Moderate
A003203,2024-01-13,New Daniel,Severe
A003204,2023-04-03,South Victoriachester,Severe
A003205,2023-04-13,New Joshua,Moderate
A003206,2024-06-02,Susanberg,Minor
A003207,2024-11-28,Lake Joshua,Moderate
A003208,2024-11-01,New Suzanne,Minor
A003209,2024-08-06,North Heatherberg,Minor
A003210,2024-05-13,Johnfort,Minor
A003211,2024-10-23,South Joetown,Moderate
A003212,2023-12-28,New Rachel,Minor
A003213,2024-11-22,Montgomeryfurt,Minor
A003214,2023-10-23,Rogersfort,Moderate
A003215,2024-07-16,West Michele,Moderate
A003216,2023-09-27,Duncanstad,Minor
A003217,2024-07-28,New Katherinemouth,Severe
A003218,2024-09-11,North Pamela,Severe
A003219,2023-05-31,Jeremyborough,Severe
A003220,2024-08-17,Port Amyhaven,Severe
A003221,2023-09-26,Harrisland,Severe
A003222,2023-12-01,Lake Scottmouth,Moderate
A003223,2024-09-16,Kingbury,Minor
A003224,2023-12-12,Bergerland,Minor
A003225,2024-11-16,Snyderville,Minor
A003226,2023-05-07,Port Katherine,Severe
A003227,2024-09-06,West Wendy,Moderate
A003228,2024-05-03,Briannafurt,Severe
A003229,2023-12-11,East Michael,Severe
A003230,2024-11-03,Jenniferville,Minor
A003231,2024-04-03,South Michael,Moderate
A003232,2024-10-19,Julieton,Severe
A003233,2024-07-10,Austinfurt,Moderate
A003234,2024-12-30,Phillipfort,Minor
A003235,2024-07-16,Lake Sabrina,Severe
A003236,2024-07-10,Lake Mathewburgh,Severe
A003237,2025-02-13,Port Jasonfurt,Severe
A003238,2023-10-25,Davisbury,Minor
A003239,2024-04-04,Hernandezbury,Minor
A003240,2024-11-13,Clarkchester,Minor
A003241,2024-02-27,Kevinfort,Moderate
A003242,2023-06-18,Jaimeland,Moderate
A003243,2023-04-17,Port Tyler,Severe
A003244,2025-01-13,Lake Timothy,Moderate
A003245,2024-02-20,Port Julie,Moderate
A003246,2024-11-07,Jessicastad,Severe
A003247,2024-10-05,Simonside,Severe
A003248,2024-05-24,Tranchester,Minor
A003249,2024-10-23,Jensenbury,Severe
A003250,2023-08-11,Lake Christinemouth,Severe
A003251,2023-12-18,Katherineport,Minor
A003252,2024-12-04,Jeremyport,Minor
A003253,2023-05-22,West Jonathan,Minor
A003254,2024-06-24,New Jean,Moderate
A003255,2023-10-18,Port Sandra,Moderate
A003256,2024-04-22,North Kristinaside,Moderate
A003257,2023-09-29,Christophermouth,Severe
A003258,2024-02-23,East Michaelport,Moderate
A003259,2025-01-10,Christopherborough,Severe
A003260,2024-01-04,Brockton,Severe
A003261,2024-05-02,Kelleystad,Severe
A003262,2023-10-21,Oliviabury,Minor
A003263,2023-07-31,Millerchester,Severe
A003264,2024-03-18,Port Markview,Minor
A003265,2023-05-06,Myersmouth,Moderate
A003266,2024-12-29,South Shaun,Minor
A003267,2023-12-22,West Willie,Severe
A003268,2023-11-14,North Sherrytown,Minor
A003269,2024-12-17,Brandtborough,Minor
A003270,2023-07-13,New Sandra,Severe
A003271,2023-10-27,Port Ashleeshire,Minor
A003272,2024-08-12,Holmesmouth,Severe
A003273,2024-03-29,South Nicole,Moderate
A003274,2023-03-17,Josephbury,Moderate
A003275,2025-01-24,West Jillianfort,Severe
A003276,2023-04-10,West Markmouth,Severe
A003277,2024-10-08,East Madisonstad,Moderate
A003278,2024-04-13,Port Gregory,Minor
A003279,2024-07-16,East Ryan,Severe
A003280,2024-08-23,Port Stephanie,Moderate
A003281,2023-07-05,Meghanstad,Severe
A003282,2024-05-27,East Allisonland,Moderate
A003283,2024-11-11,Tracytown,Minor
A003284,2024-10-25,Antoniomouth,Minor
A003285,2023-04-28,East Teresamouth,Minor
A003286,2024-06-02,Ronaldberg,Minor
A003287,2024-07-19,Stuartberg,Minor
A003288,2024-08-05,South Karen,Moderate
A003289,2023-12-19,South Ryanhaven,Minor
A003290,2023-06-27,West Nicholasside,Moderate
A003291,2023-03-23,Espinozastad,Severe
A003292,2024-07-15,Millerhaven,Severe
A003293,2023-12-21,Brownshire,Minor
A003294,2023-09-12,West Robert,Minor
A003295,2023-09-05,Markmouth,Minor
A003296,2023-03-05,Desireeland,Minor
A003297,2024-05-08,South Scottmouth,Severe
A003298,2023-08-10,Cochranborough,Minor
A003299,2024-10-12,Navarroview,Minor
A003300,2024-04-22,Martinezside,Moderate
A003301,2024-04-05,South Douglas,Moderate
A003302,2024-04-03,North Laurenbury,Severe
A003303,2024-07-19,South Victoria,Moderate
A003304,2023-03-02,Underwoodborough,Severe
A003305,2023-07-08,Hallmouth,Minor
A003306,2023-11-02,Joshuaberg,Minor
A003307,2024-05-27,North Christopher,Minor
A003308,2024-01-31,Oliviashire,Severe
A003309,2024-10-30,North Pamtown,Severe
A003310,2023-08-12,North John,Severe
A003311,2024-02-06,Wangtown,Moderate
A003312,2024-09-08,Pricestad,Severe
A003313,2024-09-14,Carolfort,Minor
A003314,2023-04-13,West Joeside,Minor
A003315,2024-04-28,Tammyport,Minor
A003316,2024-10-06,Matthewshire,Minor
A003317,2023-09-05,Jeremymouth,Severe
A003318,2024-12-30,Port Zachary,Minor
A003319,2023-06-28,South Kimberly,Minor
A003320,2023-03-17,East Christyfort,Minor
A003321,2024-09-16,South Brittany,Moderate
A003322,2024-08-25,South Justinland,Moderate
A003323,2025-01-16,East Seanhaven,Severe
A003324,2023-02-25,South Jesse,Severe
A003325,2025-02-12,New Louisland,Moderate
A003326,2024-12-08,South Sabrina,Severe
A003327,2023-03-09,South Lisaburgh,Minor
A003328,2024-02-14,Jenniferchester,Moderate
A003329,2023-09-09,North Judith,Minor
A003330,2024-09-23,Parkermouth,Severe
A003331,2023-10-04,Randallmouth,Moderate
A003332,2024-06-12,Petersonbury,Severe
A003333,2023-09-02,Kellyville,Minor
A003334,2024-05-10,Shannonbury,Severe
A003335,2024-10-17,Brandonchester,Minor
A003336,2023-08-03,Michaelshire,Minor
A003337,2023-08-31,East Deniseside,Moderate
A003338,2024-02-21,West Lauraton,Minor
A003339,2025-01-06,South Angelland,Moderate
A003340,2023-06-23,Port Pamela,Severe
A003341,2025-01-07,Jenniferview,Minor
A003342,2023-10-04,Kylemouth,Moderate
A003343,2023-10-30,Fieldsport,Moderate
A003344,2024-02-16,Lake Jeremyton,Severe
A003345,2023-03-05,New William,Severe
A003346,2024-01-05,Craigview,Severe
A003347,2023-12-04,Timothyland,Moderate
A003348,2024-03-06,North Leslieville,Moderate
A003349,2023-09-09,North Julie,Severe
A003350,2023-07-18,New Steveland,Minor
A003351,2024-07-18,West Williamborough,Minor
A003352,2024-09-09,North Jose,Minor
A003353,2024-11-12,Port Joseph,Severe
A003354,2024-05-12,South Scott,Minor
A003355,2023-11-26,Thorntonside,Minor
A003356,2024-09-20,Steeleport,Severe
A003357,2024-06-14,Sethburgh,Minor
A003358,2023-04-01,East Paulmouth,Severe
A003359,2023-07-10,Woodmouth,Minor
A003360,2024-06-10,Port Alyssa,Moderate
A003361,2023-06-11,Rickyshire,Minor
A003362,2024-08-29,East Marissaport,Minor
A003363,2024-03-06,Aaronshire,Moderate
A003364,2024-02-11,West Katherine,Severe
A003365,2023-02-26,South Brooke,Moderate
A003366,2023-07-31,East David,Severe
A003367,2025-01-21,South Tracyburgh,Minor
A003368,2024-02-29,Lake Stephanie,Severe
A003369,2024-09-15,South Paulside,Severe
A003370,2024-12-30,South Rodneyshire,Minor
A003371,2023-05-19,New Chadburgh,Severe
A003372,2024-08-24,Lawsonshire,Moderate
A003373,2024-09-14,Lake Haroldhaven,Severe
A003374,2023-06-11,Chapmanshire,Moderate
A003375,2023-11-28,Butlerchester,Minor
A003376,2024-05-02,Lake Kimberly,Moderate
A003377,2023-05-23,Brittanyfort,Severe
A003378,2023-10-16,South Ericside,Moderate
A003379,2024-10-05,Markshire,Severe
A003380,2024-10-27,Lake Gregoryville,Moderate
A003381,2024-01-25,North Justinstad,Minor
A003382,2024-08-19,Williamschester,Minor
A003383,2023-12-28,East Kevinstad,Moderate
A003384,2024-11-30,North Jonathan,Minor
A003385,2023-03-06,Lake Denise,Moderate
A003386,2024-02-04,West Rebeccafurt,Severe
A003387,2024-11-30,South Davidport,Minor
A003388,2024-09-05,North Stevenfort,Severe
A003389,2023-05-09,East Ronaldfort,Severe
A003390,2024-01-31,Russellmouth,Severe
A003391,2024-04-10,Port Alex,Severe
A003392,2024-07-27,Alexanderport,Moderate
A003393,2024-09-09,West William,Moderate
A003394,2024-01-24,Andersonport,Moderate
A003395,2023-12-03,Sweeneyton,Moderate
A003396,2024-11-13,New Tyler,Minor
A003397,2025-01-27,East Natasha,Moderate
A003398,2023-12-24,South Emilyland,Minor
A003399,2024-01-11,South Scott,Severe
A003400,2023-11-02,Lake Adrienneview,Moderate
A003401,2025-01-08,Jessicamouth,Moderate
A003402,2024-10-06,Samuelland,Moderate
A003403,2024-02-13,Lake Ashley,Moderate
A003404,2024-04-13,East Dean,Minor
A003405,2024-12-29,South Wanda,Minor
A003406,2023-04-28,South Matthew,Minor
A003407,2024-12-08,Osbornehaven,Minor
A003408,2023-06-01,Morrisstad,Moderate
A003409,2023-07-07,Jonathanhaven,Moderate
A003410,2024-07-17,Port Nicholasmouth,Severe
A003411,2025-01-21,Hoffmanfurt,Severe
A003412,2024-02-07,Meganport,Moderate
A003413,2024-01-06,Potterland,Minor
A003414,2023-05-07,East Stephaniemouth,Severe
A003415,2023-02-26,Davidchester,Minor
A003416,2023-06-28,Newtonhaven,Severe
A003417,2023-10-16,Carrollshire,Severe
A003418,2024-05-19,Moralesland,Severe
A003419,2023-08-14,Lake Tiffany,Moderate
A003420,2024-01-28,Kellyside,Minor
A003421,2023-06-24,Port Williammouth,Severe
A003422,2024-09-03,North Tommy,Moderate
A003423,2023-07-05,New Justinmouth,Severe
A003424,2024-05-21,East Tracy,Severe
A003425,2025-02-01,East Amychester,Moderate
A003426,2024-06-26,North Edgar,Minor
A003427,2024-05-23,Lauraland,Severe
A003428,2024-12-09,Port Kimberlyland,Moderate
A003429,2024-12-27,Stevenmouth,Severe
A003430,2023-06-19,North Lisa,Minor
A003431,2024-04-21,Victorbury,Moderate
A003432,2023-06-16,Josephmouth,Severe
A003433,2023-09-18,Gibbsside,Minor
A003434,2024-08-11,Lozanotown,Severe
A003435,2023-03-09,Port Patricia,Minor
A003436,2024-06-20,Rebeccaport,Severe
A003437,2024-01-09,North Jennifer,Moderate
A003438,2023-12-02,Brentville,Moderate
A003439,2023-12-04,West Stephanieville,Moderate
A003440,2024-12-27,Johnsonstad,Severe
A003441,2024-01-31,Katelynstad,Moderate
A003442,2024-10-27,Aguirrefort,Moderate
A003443,2025-01-24,Johnsonmouth,Severe
A003444,2023-12-10,Cassandrachester,Minor
A003445,2024-07-20,Kellyberg,Moderate
A003446,2023-10-06,West Kyleton,Severe
A003447,2024-12-11,New Jose,Minor
A003448,2023-04-22,Mullenborough,Minor
A003449,2023-12-26,South Nicoletown,Moderate
A003450,2023-06-12,Zacharyside,Severe
A003451,2024-03-26,New James,Severe
A003452,2023-10-05,Alantown,Minor
A003453,2025-01-25,Craneland,Minor
A003454,2024-01-19,Woodsfort,Severe
A003455,2024-06-18,Nicolefurt,Moderate
A003456,2024-06-12,New Jeffreyborough,Moderate
A003457,2023-09-26,New Mariafurt,Severe
A003458,2024-12-01,Jacquelineland,Severe
A003459,2024-04-14,South Nicole,Moderate
A003460,2023-05-05,New Paulamouth,Minor
A003461,2024-10-17,Lake Tinahaven,Moderate
A003462,2024-10-28,Phillipfort,Minor
A003463,2024-04-02,South Mikaylabury,Severe
A003464,2023-06-02,New Wandaland,Severe
A003465,2024-05-25,Hicksburgh,Severe
A003466,2023-05-09,Melissabury,Moderate
A003467,2023-07-20,North Patricialand,Minor
A003468,2024-08-28,Port Williamborough,Moderate
A003469,2023-04-27,Amytown,Severe
A003470,2025-01-11,Myersport,Moderate
A003471,2024-03-03,Nathanburgh,Minor
A003472,2024-01-21,Hortonfort,Severe
A003473,2023-12-30,South Joan,Minor
A003474,2024-07-03,West Mark,Moderate
A003475,2023-03-17,Port Shelley,Severe
A003476,2024-11-20,New Mary,Moderate
A003477,2024-09-09,Georgefort,Minor
