claim_id,policy_id,claimant_id,accident_id,claim_date,claim_amount,status,processing_days
C002557,P51598,CL90804,A002557,2024-04-01,43383,Approved,35
C002558,P95843,CL76446,A002558,2024-04-09,16523,Pending,16
C002559,P59098,CL74834,A002559,2023-10-31,8121,Rejected,5
C002560,P98291,CL96389,A002560,2023-11-01,4343,Rejected,39
C002561,P92663,CL64203,A002561,2023-11-02,33498,Rejected,48
C002562,P97151,CL03325,A002562,2023-03-26,43351,Pending,19
C002563,P80414,CL64125,A002563,2023-04-27,25497,Pending,1
C002564,P13914,CL10844,A002564,2024-05-16,20259,Approved,20
C002565,P81936,CL54155,A002565,2023-07-10,37440,Rejected,7
C002566,P72008,CL50375,A002566,2023-04-19,44320,Approved,38
C002567,P22491,CL41685,A002567,2024-07-19,9996,Approved,54
C002568,P72599,CL14961,A002568,2024-02-28,23803,Pending,4
C002569,P90516,CL54794,A002569,2025-01-21,41983,Pending,54
C002570,P17657,CL53191,A002570,2024-10-26,14327,Approved,32
C002571,P73481,CL12085,A002571,2023-07-10,46621,Pending,56
C002572,P14570,CL86361,A002572,2025-02-23,42252,Pending,14
C002573,P59117,CL30002,A002573,2024-04-22,32545,Rejected,16
C002574,P23456,CL82242,A002574,2023-09-04,32236,Pending,24
C002575,P83535,CL16145,A002575,2024-12-15,48796,Rejected,20
C002576,P16475,CL34315,A002576,2024-08-09,41198,Approved,25
C002577,P38700,CL03186,A002577,2023-05-10,1270,Approved,14
C002578,P39269,CL57935,A002578,2024-11-09,36148,Approved,22
C002579,P97572,CL74404,A002579,2023-12-08,14087,Rejected,56
C002580,P87195,CL25092,A002580,2023-11-11,12971,Pending,3
C002581,P59592,CL97928,A002581,2024-06-21,2686,Pending,4
C002582,P65655,CL19337,A002582,2023-08-03,22174,Pending,24
C002583,P71419,CL35045,A002583,2023-10-19,16198,Approved,47
C002584,P22001,CL15233,A002584,2024-03-05,6205,Approved,7
C002585,P24069,CL75740,A002585,2024-10-06,18301,Approved,18
C002586,P20700,CL32738,A002586,2023-05-05,2902,Rejected,48
C002587,P32312,CL49872,A002587,2024-02-05,7433,Pending,60
C002588,P60573,CL80477,A002588,2025-02-10,42095,Approved,8
C002589,P58840,CL45298,A002589,2024-03-19,9711,Rejected,47
C002590,P13218,CL12762,A002590,2024-09-22,15881,Pending,9
C002591,P17274,CL82379,A002591,2024-10-24,49759,Approved,54
C002592,P17343,CL23622,A002592,2024-01-04,27598,Rejected,42
C002593,P65080,CL59167,A002593,2024-01-19,9301,Rejected,55
C002594,P21215,CL81495,A002594,2023-03-16,38151,Rejected,10
C002595,P11569,CL22039,A002595,2023-09-17,44207,Pending,48
C002596,P53246,CL21185,A002596,2025-01-26,35349,Rejected,48
C002597,P14369,CL75099,A002597,2023-07-14,24200,Rejected,60
C002598,P90066,CL38207,A002598,2024-03-12,11717,Rejected,41
C002599,P14411,CL84608,A002599,2024-05-19,9345,Approved,24
C002600,P36794,CL87795,A002600,2023-08-20,46724,Pending,50
C002601,P76510,CL34595,A002601,2024-03-13,45947,Pending,41
C002602,P52882,CL52249,A002602,2024-08-12,33976,Pending,53
C002603,P38391,CL77565,A002603,2024-12-05,12872,Approved,34
C002604,P43252,CL10495,A002604,2024-09-24,26824,Rejected,6
C002605,P79351,CL97899,A002605,2024-11-13,41042,Pending,15
C002606,P53529,CL29040,A002606,2024-07-01,1283,Pending,17
C002607,P44936,CL75752,A002607,2024-04-22,8441,Pending,39
C002608,P67363,CL01295,A002608,2023-10-21,4031,Approved,46
C002609,P29389,CL21924,A002609,2023-04-17,21657,Pending,18
C002610,P20146,CL73011,A002610,2023-03-31,44637,Pending,13
C002611,P63454,CL88525,A002611,2024-09-21,38856,Rejected,50
C002612,P24319,CL42762,A002612,2023-07-31,7971,Approved,16
C002613,P82072,CL81632,A002613,2024-03-26,34340,Rejected,21
C002614,P79621,CL42034,A002614,2024-04-03,17757,Approved,7
C002615,P81982,CL71513,A002615,2025-01-22,17194,Approved,17
C002616,P31515,CL93241,A002616,2024-06-20,24924,Rejected,14
C002617,P68760,CL69795,A002617,2023-08-03,49624,Approved,42
C002618,P53625,CL37481,A002618,2024-03-15,17991,Approved,34
C002619,P76121,CL38983,A002619,2023-06-24,8354,Approved,21
C002620,P75274,CL17852,A002620,2024-01-19,4564,Pending,24
C002621,P39704,CL35518,A002621,2023-12-06,45250,Approved,15
C002622,P92197,CL93935,A002622,2024-08-03,13210,Approved,50
C002623,P53136,CL01007,A002623,2024-05-02,45332,Rejected,42
C002624,P30000,CL80403,A002624,2024-07-09,26486,Rejected,5
C002625,P51059,CL45324,A002625,2023-04-30,43828,Approved,41
C002626,P60943,CL61433,A002626,2023-07-06,23864,Rejected,30
C002627,P11573,CL91195,A002627,2024-08-11,45988,Pending,13
C002628,P94575,CL97693,A002628,2023-05-04,32610,Approved,6
C002629,P63270,CL51454,A002629,2023-08-10,10246,Rejected,47
C002630,P74799,CL14773,A002630,2024-03-04,34013,Rejected,32
C002631,P39860,CL15132,A002631,2024-10-24,17541,Pending,54
C002632,P88480,CL41673,A002632,2024-04-11,30060,Pending,25
C002633,P41875,CL93702,A002633,2023-10-17,1854,Rejected,9
C002634,P20360,CL23922,A002634,2024-06-23,32454,Approved,29
C002635,P19141,CL02725,A002635,2024-11-23,49448,Approved,51
C002636,P77725,CL58367,A002636,2023-08-28,26372,Rejected,37
C002637,P49699,CL04134,A002637,2024-04-09,49960,Pending,53
C002638,P34584,CL39465,A002638,2024-10-26,44458,Approved,53
C002639,P69011,CL27496,A002639,2023-11-15,35158,Approved,44
C002640,P12883,CL13468,A002640,2024-01-12,33432,Pending,53
C002641,P81122,CL57909,A002641,2024-07-07,21225,Rejected,22
C002642,P83780,CL91535,A002642,2023-03-17,26790,Pending,1
C002643,P75759,CL20420,A002643,2024-06-23,11709,Approved,54
C002644,P94003,CL39035,A002644,2023-08-17,14664,Pending,30
C002645,P66922,CL14337,A002645,2023-05-25,39157,Approved,50
C002646,P17028,CL67174,A002646,2023-10-18,26631,Pending,9
C002647,P73143,CL60655,A002647,2024-05-27,781,Pending,38
C002648,P16930,CL69593,A002648,2024-01-17,46905,Rejected,19
C002649,P52246,CL16343,A002649,2024-11-08,17423,Pending,48
C002650,P77716,CL77352,A002650,2024-03-22,37558,Rejected,49
C002651,P95578,CL04824,A002651,2024-05-21,24770,Rejected,57
C002652,P84971,CL26901,A002652,2023-11-24,29687,Approved,8
C002653,P68797,CL72872,A002653,2024-12-25,39267,Rejected,42
C002654,P49062,CL31793,A002654,2023-09-10,48608,Rejected,12
C002655,P46338,CL03572,A002655,2023-10-04,38145,Pending,10
C002656,P21157,CL32757,A002656,2025-01-29,43677,Pending,19
C002657,P45189,CL85533,A002657,2023-04-06,47668,Rejected,24
C002658,P42224,CL51464,A002658,2025-01-16,41738,Rejected,11
C002659,P10759,CL16106,A002659,2023-07-22,20534,Rejected,22
C002660,P27883,CL90865,A002660,2024-08-01,15155,Pending,6
C002661,P39230,CL78665,A002661,2023-09-29,49363,Rejected,3
C002662,P15783,CL95617,A002662,2024-01-02,2165,Approved,17
C002663,P54296,CL34987,A002663,2024-12-21,19712,Pending,37
C002664,P43070,CL09076,A002664,2023-06-20,9916,Pending,46
C002665,P74754,CL36714,A002665,2025-02-17,4950,Pending,13
C002666,P80262,CL31784,A002666,2024-06-11,18739,Rejected,17
C002667,P70580,CL36556,A002667,2024-07-25,39677,Pending,35
C002668,P26443,CL16376,A002668,2023-07-11,21551,Rejected,1
C002669,P56678,CL59607,A002669,2024-08-24,30240,Pending,21
C002670,P67195,CL83194,A002670,2025-02-06,14906,Approved,59
C002671,P78679,CL35794,A002671,2023-11-26,22768,Rejected,15
C002672,P33874,CL14454,A002672,2023-04-20,34061,Pending,18
C002673,P39749,CL70196,A002673,2023-08-27,10438,Pending,2
C002674,P32760,CL49073,A002674,2023-07-20,8102,Approved,50
C002675,P86756,CL89383,A002675,2024-01-11,9526,Pending,28
C002676,P23997,CL72990,A002676,2025-02-16,23844,Approved,11
C002677,P98844,CL69520,A002677,2023-07-11,24151,Pending,55
C002678,P15667,CL77183,A002678,2023-06-12,37526,Pending,23
C002679,P50711,CL18615,A002679,2025-02-15,16621,Rejected,13
C002680,P99174,CL73253,A002680,2024-12-12,6080,Rejected,56
C002681,P16696,CL75906,A002681,2023-10-28,9829,Approved,54
C002682,P92418,CL63778,A002682,2024-11-09,31718,Pending,6
C002683,P11336,CL54088,A002683,2024-06-22,1523,Rejected,49
C002684,P14350,CL76775,A002684,2024-12-10,20790,Pending,51
C002685,P24439,CL40927,A002685,2024-07-16,32736,Approved,56
C002686,P95023,CL70715,A002686,2023-10-27,3163,Pending,28
C002687,P41118,CL44380,A002687,2024-11-05,25871,Rejected,28
C002688,P25589,CL66925,A002688,2024-05-08,1416,Rejected,21
C002689,P11587,CL80550,A002689,2024-01-03,18842,Pending,44
C002690,P42098,CL79229,A002690,2025-01-11,40002,Pending,38
C002691,P25759,CL96853,A002691,2024-09-03,48176,Rejected,5
C002692,P84543,CL51612,A002692,2023-03-31,28249,Pending,1
C002693,P59918,CL14796,A002693,2023-10-28,10269,Approved,42
C002694,P67157,CL91639,A002694,2024-04-26,47317,Pending,17
C002695,P12906,CL54339,A002695,2023-08-02,5632,Pending,32
C002696,P70339,CL91434,A002696,2025-01-08,31041,Approved,10
C002697,P76243,CL59636,A002697,2024-10-27,9582,Approved,53
C002698,P71058,CL94728,A002698,2024-04-22,30139,Pending,17
C002699,P27865,CL87034,A002699,2024-08-29,21056,Pending,59
C002700,P76047,CL52562,A002700,2024-06-27,21625,Approved,60
C002701,P73014,CL86059,A002701,2024-07-19,16676,Approved,15
C002702,P93052,CL97864,A002702,2024-06-17,13826,Approved,60
C002703,P94193,CL02242,A002703,2023-09-10,21316,Rejected,32
C002704,P11746,CL14957,A002704,2024-07-18,8542,Pending,46
C002705,P87876,CL82338,A002705,2025-01-05,48989,Pending,49
C002706,P43942,CL75978,A002706,2023-05-21,43811,Approved,54
C002707,P98712,CL21195,A002707,2024-08-26,33842,Pending,2
C002708,P52877,CL28857,A002708,2023-12-01,41659,Pending,57
C002709,P48073,CL52837,A002709,2024-12-03,49760,Approved,54
C002710,P19798,CL88170,A002710,2024-09-13,49094,Rejected,57
C002711,P97706,CL48269,A002711,2023-12-30,803,Approved,49
C002712,P96358,CL56229,A002712,2023-09-08,912,Pending,45
C002713,P46939,CL81119,A002713,2023-05-14,42734,Rejected,54
C002714,P49241,CL34969,A002714,2023-05-11,40116,Pending,14
C002715,P62865,CL99922,A002715,2023-09-23,7010,Approved,9
C002716,P60427,CL69906,A002716,2024-11-04,19194,Rejected,18
C002717,P31654,CL85429,A002717,2023-06-05,46045,Rejected,59
C002718,P79774,CL47140,A002718,2024-12-24,28644,Approved,36
C002719,P73191,CL31320,A002719,2024-06-24,12221,Rejected,60
C002720,P70778,CL12149,A002720,2024-09-10,35934,Rejected,2
C002721,P14916,CL72696,A002721,2024-10-21,13399,Pending,53
C002722,P63895,CL66289,A002722,2023-06-03,39553,Pending,48
C002723,P19804,CL05646,A002723,2024-01-12,36763,Pending,30
C002724,P24704,CL79290,A002724,2024-07-25,13762,Approved,33
C002725,P34526,CL33875,A002725,2023-07-30,18511,Rejected,25
C002726,P73314,CL03620,A002726,2023-07-17,25918,Pending,7
C002727,P48079,CL19718,A002727,2023-06-09,33338,Rejected,25
C002728,P49733,CL70877,A002728,2023-07-09,20175,Pending,42
C002729,P73585,CL27143,A002729,2024-09-20,45830,Rejected,58
C002730,P57578,CL66448,A002730,2024-09-08,4130,Pending,33
C002731,P70014,CL89502,A002731,2023-11-21,48516,Approved,26
C002732,P46842,CL65244,A002732,2023-05-28,21349,Pending,5
C002733,P51062,CL19458,A002733,2024-11-15,10294,Approved,41
C002734,P52844,CL36914,A002734,2024-01-04,20098,Pending,6
C002735,P62904,CL10678,A002735,2023-06-12,5281,Approved,15
C002736,P99208,CL03431,A002736,2023-12-07,29233,Approved,40
C002737,P75689,CL66286,A002737,2024-10-14,46597,Pending,35
C002738,P54183,CL35903,A002738,2024-07-14,37073,Rejected,22
C002739,P46058,CL59002,A002739,2024-10-18,43151,Rejected,8
C002740,P96416,CL01074,A002740,2023-04-30,11994,Pending,9
C002741,P81845,CL76616,A002741,2023-08-12,10229,Rejected,54
C002742,P38369,CL72998,A002742,2024-08-26,45872,Rejected,27
C002743,P71132,CL04005,A002743,2024-04-20,21011,Rejected,56
C002744,P28444,CL74382,A002744,2024-09-18,4588,Pending,8
C002745,P77061,CL52979,A002745,2023-10-01,7167,Rejected,1
C002746,P44203,CL05842,A002746,2025-01-24,22897,Approved,58
C002747,P45556,CL31961,A002747,2024-12-24,14243,Approved,60
C002748,P89936,CL02774,A002748,2024-01-08,39581,Pending,60
C002749,P68153,CL21780,A002749,2023-03-24,49974,Approved,16
C002750,P81550,CL07255,A002750,2025-01-19,21693,Approved,40
C002751,P27333,CL66882,A002751,2023-08-30,42528,Approved,30
C002752,P27846,CL26403,A002752,2024-02-14,38525,Pending,39
C002753,P59874,CL96172,A002753,2024-10-17,26857,Rejected,44
C002754,P11261,CL32494,A002754,2024-09-08,24724,Pending,31
C002755,P33653,CL04736,A002755,2023-08-26,46025,Approved,8
C002756,P50905,CL16600,A002756,2024-03-17,8853,Rejected,45
C002757,P91487,CL32259,A002757,2024-06-05,39367,Pending,8
C002758,P21277,CL97313,A002758,2025-01-05,32561,Rejected,28
C002759,P65070,CL07496,A002759,2024-11-02,41131,Approved,22
C002760,P23773,CL74090,A002760,2024-01-26,24829,Approved,23
C002761,P23215,CL59025,A002761,2024-07-04,47151,Pending,7
C002762,P14595,CL27508,A002762,2025-02-03,11633,Pending,56
C002763,P88430,CL92106,A002763,2023-10-30,10568,Pending,11
C002764,P55936,CL56741,A002764,2024-08-20,43467,Rejected,22
C002765,P64137,CL81323,A002765,2024-03-19,17101,Pending,36
C002766,P35833,CL23376,A002766,2024-01-12,9442,Pending,58
C002767,P40408,CL04584,A002767,2024-07-21,28154,Rejected,45
C002768,P51765,CL47177,A002768,2024-06-24,6700,Rejected,27
C002769,P13342,CL80778,A002769,2024-10-08,7784,Approved,27
C002770,P50741,CL93676,A002770,2023-09-13,49486,Pending,32
C002771,P98318,CL17004,A002771,2024-12-10,565,Rejected,7
C002772,P87200,CL73016,A002772,2024-02-11,10187,Approved,35
C002773,P10560,CL91091,A002773,2025-02-13,12169,Approved,5
C002774,P12113,CL76202,A002774,2024-05-05,37847,Approved,58
C002775,P88096,CL67797,A002775,2024-07-25,8538,Approved,40
C002776,P87358,CL29752,A002776,2024-04-04,39856,Approved,53
C002777,P64192,CL02268,A002777,2024-09-28,38962,Rejected,28
C002778,P69124,CL05137,A002778,2023-08-08,48137,Rejected,3
C002779,P14600,CL26423,A002779,2024-07-09,48761,Approved,32
C002780,P91639,CL71685,A002780,2025-02-22,3303,Pending,57
C002781,P39505,CL99654,A002781,2024-03-27,1097,Approved,26
C002782,P85684,CL89117,A002782,2023-12-03,13256,Pending,38
C002783,P47719,CL60831,A002783,2023-10-01,8222,Approved,60
C002784,P15473,CL86262,A002784,2024-11-22,9935,Pending,2
C002785,P47211,CL04559,A002785,2023-08-13,23104,Rejected,11
C002786,P66406,CL70947,A002786,2024-12-26,33016,Approved,37
C002787,P92860,CL74781,A002787,2023-05-04,28772,Pending,50
C002788,P25304,CL19984,A002788,2024-01-05,14029,Pending,2
C002789,P31326,CL24650,A002789,2023-11-13,7079,Pending,1
C002790,P72407,CL82721,A002790,2024-07-04,9984,Approved,18
C002791,P13153,CL46503,A002791,2023-07-05,47858,Rejected,57
C002792,P89791,CL05289,A002792,2024-03-19,46316,Rejected,12
C002793,P93895,CL99958,A002793,2025-02-08,14445,Pending,19
C002794,P60135,CL76725,A002794,2023-06-14,34933,Pending,6
C002795,P25734,CL68981,A002795,2023-10-04,48650,Approved,23
C002796,P56822,CL84763,A002796,2023-08-19,40443,Rejected,51
C002797,P23465,CL54080,A002797,2024-09-16,24927,Pending,6
C002798,P35315,CL21690,A002798,2024-06-23,3298,Pending,5
C002799,P78833,CL08091,A002799,2023-03-04,37808,Rejected,23
C002800,P61068,CL92083,A002800,2024-11-16,18465,Pending,21
C002801,P55893,CL19072,A002801,2024-06-22,37001,Pending,33
C002802,P43127,CL75944,A002802,2024-12-30,42409,Rejected,39
C002803,P39467,CL42729,A002803,2024-05-04,16956,Approved,40
C002804,P49130,CL15886,A002804,2024-04-15,11656,Rejected,30
C002805,P64578,CL04396,A002805,2024-06-07,28226,Pending,32
C002806,P73829,CL78862,A002806,2024-05-30,39684,Pending,4
C002807,P88884,CL79777,A002807,2024-08-05,35461,Rejected,38
C002808,P66428,CL91329,A002808,2024-09-27,30869,Rejected,5
C002809,P40919,CL49343,A002809,2023-04-27,17297,Approved,60
C002810,P90451,CL20235,A002810,2023-05-12,10983,Pending,56
C002811,P55348,CL22512,A002811,2023-12-26,37647,Approved,48
C002812,P44697,CL28426,A002812,2023-03-05,5193,Rejected,20
C002813,P65744,CL62992,A002813,2024-05-26,28924,Approved,2
C002814,P56006,CL42589,A002814,2023-08-22,13932,Approved,47
C002815,P15345,CL06438,A002815,2023-05-27,46190,Pending,17
C002816,P16418,CL05016,A002816,2024-10-29,34957,Approved,25
C002817,P21753,CL13783,A002817,2024-12-06,17475,Rejected,32
C002818,P92483,CL59509,A002818,2024-09-28,45902,Pending,54
C002819,P25374,CL05908,A002819,2023-09-13,30018,Pending,60
C002820,P30975,CL10065,A002820,2023-03-05,32107,Pending,29
C002821,P24575,CL12939,A002821,2023-03-20,22344,Rejected,11
C002822,P38751,CL10607,A002822,2023-12-15,15212,Approved,30
C002823,P33550,CL28879,A002823,2023-07-18,12116,Rejected,30
C002824,P54782,CL41987,A002824,2024-01-19,32793,Rejected,29
C002825,P30516,CL96023,A002825,2024-10-23,13458,Pending,53
C002826,P12391,CL32386,A002826,2024-05-26,21431,Pending,19
C002827,P65281,CL13810,A002827,2024-02-18,19883,Pending,58
C002828,P12384,CL32309,A002828,2025-02-06,28455,Pending,52
C002829,P65358,CL14944,A002829,2024-10-05,2513,Pending,32
C002830,P58936,CL65607,A002830,2023-10-30,1359,Approved,59
C002831,P80670,CL86383,A002831,2024-01-08,5394,Pending,4
C002832,P44155,CL17237,A002832,2023-09-06,9886,Approved,37
C002833,P39937,CL28597,A002833,2023-04-22,23941,Rejected,16
C002834,P27691,CL93653,A002834,2023-09-29,35435,Pending,19
C002835,P59621,CL18985,A002835,2024-05-14,1504,Pending,44
C002836,P15009,CL61646,A002836,2023-12-14,2897,Pending,58
C002837,P30730,CL11255,A002837,2025-01-16,10619,Rejected,12
C002838,P53483,CL40781,A002838,2023-09-08,5356,Rejected,36
C002839,P27916,CL56763,A002839,2024-06-11,8678,Pending,51
C002840,P51424,CL68631,A002840,2023-09-01,12727,Rejected,27
C002841,P62748,CL02951,A002841,2024-04-17,41048,Rejected,43
C002842,P32768,CL85418,A002842,2024-10-03,10942,Pending,26
C002843,P58932,CL79802,A002843,2025-01-02,14278,Approved,33
C002844,P45803,CL11909,A002844,2023-09-09,35562,Pending,20
C002845,P67697,CL72061,A002845,2023-03-25,21762,Rejected,46
C002846,P58179,CL58149,A002846,2025-02-18,41760,Pending,50
C002847,P78089,CL79582,A002847,2024-08-27,30005,Rejected,31
C002848,P84665,CL41405,A002848,2023-03-03,11739,Approved,44
C002849,P82341,CL34620,A002849,2024-09-02,46254,Pending,53
C002850,P70717,CL95812,A002850,2024-10-31,23034,Pending,53
C002851,P88581,CL39712,A002851,2024-10-22,23829,Pending,51
C002852,P46609,CL11604,A002852,2024-10-11,39878,Pending,60
C002853,P92194,CL35338,A002853,2024-05-30,12385,Pending,41
C002854,P45435,CL95306,A002854,2023-04-17,30705,Approved,29
C002855,P15867,CL28305,A002855,2024-10-17,46190,Rejected,51
C002856,P90770,CL36138,A002856,2023-12-16,41805,Pending,22
C002857,P29461,CL97171,A002857,2023-03-21,14153,Rejected,37
C002858,P60782,CL73369,A002858,2023-05-20,43202,Approved,16
C002859,P91930,CL82159,A002859,2023-06-18,32689,Approved,54
C002860,P31162,CL61642,A002860,2023-05-02,31540,Rejected,4
C002861,P18589,CL65728,A002861,2023-06-02,22532,Rejected,40
C002862,P29418,CL59807,A002862,2024-06-07,47023,Pending,35
C002863,P48568,CL62404,A002863,2023-07-27,46502,Pending,34
C002864,P95944,CL18796,A002864,2023-03-25,25722,Pending,44
C002865,P33420,CL96417,A002865,2024-04-23,32542,Approved,22
C002866,P63183,CL82728,A002866,2024-10-17,39095,Approved,33
C002867,P23144,CL42534,A002867,2024-04-13,41437,Pending,36
C002868,P92766,CL30442,A002868,2024-05-30,18032,Rejected,46
C002869,P89620,CL65485,A002869,2024-11-14,25126,Rejected,33
C002870,P84656,CL49401,A002870,2024-06-02,10260,Rejected,39
C002871,P66802,CL28320,A002871,2024-04-11,9684,Rejected,12
C002872,P99729,CL99089,A002872,2023-09-07,38014,Rejected,16
C002873,P91316,CL71145,A002873,2023-07-10,2987,Pending,60
C002874,P37770,CL38262,A002874,2024-11-28,33643,Rejected,41
C002875,P40347,CL46070,A002875,2024-01-19,17291,Pending,52
C002876,P67795,CL71893,A002876,2024-12-04,3750,Pending,2
C002877,P19395,CL17334,A002877,2023-03-05,41094,Approved,45
C002878,P74830,CL05655,A002878,2023-12-27,46823,Pending,42
C002879,P57285,CL80918,A002879,2023-12-17,20381,Rejected,49
C002880,P98466,CL90550,A002880,2023-08-12,26985,Approved,10
C002881,P92586,CL39383,A002881,2023-04-28,47069,Rejected,35
C002882,P76810,CL42526,A002882,2024-07-13,11753,Rejected,4
C002883,P12950,CL96055,A002883,2024-06-28,24883,Pending,60
C002884,P62600,CL89069,A002884,2024-05-22,7097,Approved,11
C002885,P27807,CL04707,A002885,2024-02-15,11740,Pending,47
C002886,P85416,CL68119,A002886,2024-04-27,27461,Pending,6
C002887,P26905,CL79753,A002887,2025-02-24,28830,Rejected,16
C002888,P25377,CL72898,A002888,2024-04-19,24264,Rejected,57
C002889,P12316,CL21488,A002889,2023-07-14,21900,Pending,34
C002890,P41559,CL91395,A002890,2024-07-12,43082,Rejected,49
C002891,P97854,CL73514,A002891,2024-02-23,8880,Rejected,45
C002892,P23414,CL19779,A002892,2023-08-12,41182,Pending,39
C002893,P16584,CL35938,A002893,2024-12-16,14192,Approved,26
C002894,P19644,CL85010,A002894,2023-11-16,47635,Rejected,42
C002895,P21772,CL09747,A002895,2024-06-26,9641,Rejected,1
C002896,P31288,CL21239,A002896,2024-12-06,8391,Rejected,8
C002897,P65474,CL49812,A002897,2024-11-28,39183,Approved,29
