claim_id,accident_id,claimant_id,vehicle_id,policy_id_y,claim_date,claim_amount,status,processing_days
C001558,A001558,CL18366,V001558,P26435,2025-02-01,34198,Pending,22
C001559,A001559,CL82754,V001559,P96444,2024-08-03,6048,Approved,52
C001560,A001560,CL32538,V001560,P53584,2023-03-08,26039,Approved,49
C001561,A001561,CL25089,V001561,P56484,2023-08-12,44893,Rejected,29
C001562,A001562,CL65640,V001562,P25918,2023-11-03,49430,Rejected,48
C001563,A001563,CL73017,V001563,P69036,2024-02-25,34834,Approved,4
C001564,A001564,CL19545,V001564,P82405,2023-03-16,5584,Rejected,32
C001565,A001565,CL44399,V001565,P78567,2023-04-11,31381,Rejected,9
C001566,A001566,CL70556,V001566,P45992,2023-10-31,40617,Rejected,4
C001567,A001567,CL69648,V001567,P46915,2024-05-25,15713,Rejected,24
C001568,A001568,CL90304,V001568,P18701,2024-10-05,32934,Approved,28
C001569,A001569,CL36739,V001569,P43664,2023-10-03,36469,Approved,56
C001570,A001570,CL54337,V001570,P12860,2024-07-16,24497,Pending,53
C001571,A001571,CL27927,V001571,P17703,2024-10-09,20868,Pending,48
C001572,A001572,CL21942,V001572,P43332,2024-04-30,6574,Rejected,56
C001573,A001573,CL69235,V001573,P25002,2023-09-17,21949,Rejected,12
C001574,A001574,CL20185,V001574,P99083,2024-04-04,18930,Approved,3
C001575,A001575,CL86562,V001575,P87925,2023-04-08,2897,Rejected,10
C001576,A001576,CL23038,V001576,P17912,2023-06-30,27223,Pending,49
C001577,A001577,CL29533,V001577,P58327,2023-09-14,43846,Rejected,18
C001578,A001578,CL72421,V001578,P73799,2023-10-20,2969,Rejected,3
C001579,A001579,CL23925,V001579,P30908,2024-09-07,38216,Pending,38
C001580,A001580,CL45138,V001580,P86045,2023-09-30,11428,Pending,17
C001581,A001581,CL34801,V001581,P65507,2024-10-04,33651,Pending,4
C001582,A001582,CL78134,V001582,P25857,2023-09-02,16636,Rejected,26
C001583,A001583,CL97484,V001583,P37519,2023-09-05,42653,Approved,23
C001584,A001584,CL57187,V001584,P65653,2024-05-19,4191,Approved,59
C001585,A001585,CL92923,V001585,P95437,2023-10-09,7409,Rejected,47
C001586,A001586,CL65781,V001586,P87317,2023-06-27,33097,Pending,20
C001587,A001587,CL91886,V001587,P96773,2024-04-11,18461,Rejected,10
C001588,A001588,CL68774,V001588,P73312,2024-12-06,19264,Rejected,24
C001589,A001589,CL37790,V001589,P46318,2024-09-16,7497,Approved,58
C001590,A001590,CL08026,V001590,P73339,2023-05-17,30604,Rejected,7
C001591,A001591,CL81596,V001591,P98448,2024-05-04,26923,Pending,40
C001592,A001592,CL16477,V001592,P31054,2023-12-10,1452,Pending,8
C001593,A001593,CL39369,V001593,P21916,2024-02-19,43288,Approved,28
C001594,A001594,CL81253,V001594,P83633,2024-06-22,47298,Pending,13
C001595,A001595,CL15028,V001595,P12236,2024-02-15,20469,Pending,25
C001596,A001596,CL62775,V001596,P10412,2023-05-11,16327,Rejected,21
C001597,A001597,CL86750,V001597,P34700,2023-09-02,9612,Pending,39
C001598,A001598,CL80959,V001598,P50743,2023-07-21,46651,Approved,24
C001599,A001599,CL65800,V001599,P14550,2024-02-16,20334,Rejected,49
C001600,A001600,CL10941,V001600,P69810,2024-08-24,27462,Pending,47
C001601,A001601,CL88027,V001601,P74640,2023-06-25,40154,Rejected,26
C001602,A001602,CL20519,V001602,P60542,2024-11-10,42509,Rejected,17
C001603,A001603,CL05856,V001603,P88320,2024-05-02,15073,Pending,36
C001604,A001604,CL17270,V001604,P23670,2023-11-09,37301,Pending,6
C001605,A001605,CL25521,V001605,P16541,2023-04-16,2706,Rejected,2
C001606,A001606,CL66899,V001606,P77519,2023-04-11,13094,Pending,56
C001607,A001607,CL87584,V001607,P67871,2023-10-26,13856,Pending,46
C001608,A001608,CL95522,V001608,P10699,2024-01-17,22390,Pending,14
C001609,A001609,CL10280,V001609,P51429,2023-09-30,25128,Rejected,44
C001610,A001610,CL92787,V001610,P14333,2023-07-14,1945,Rejected,4
C001611,A001611,CL09756,V001611,P33276,2023-06-29,28621,Pending,48
C001612,A001612,CL26876,V001612,P38348,2023-11-01,44452,Approved,11
C001613,A001613,CL24818,V001613,P39353,2023-09-02,41602,Rejected,34
C001614,A001614,CL05217,V001614,P90872,2023-09-16,26677,Pending,15
C001615,A001615,CL68270,V001615,P37705,2024-07-10,29290,Rejected,39
C001616,A001616,CL68453,V001616,P77661,2024-01-17,41628,Rejected,12
C001617,A001617,CL55091,V001617,P43154,2024-07-06,37847,Pending,4
C001618,A001618,CL05444,V001618,P89164,2025-01-18,26416,Pending,33
C001619,A001619,CL38860,V001619,P75324,2024-06-30,34426,Rejected,13
C001620,A001620,CL21447,V001620,P70484,2024-09-03,3493,Approved,57
C001621,A001621,CL38287,V001621,P12719,2024-09-03,45831,Approved,53
C001622,A001622,CL53217,V001622,P10892,2024-07-29,46719,Rejected,16
C001623,A001623,CL36068,V001623,P97645,2024-01-18,30880,Rejected,39
C001624,A001624,CL11212,V001624,P23168,2023-05-08,32492,Pending,20
C001625,A001625,CL84999,V001625,P87426,2025-01-18,1127,Pending,23
C001626,A001626,CL47063,V001626,P99031,2023-05-04,13412,Pending,40
C001627,A001627,CL96285,V001627,P39709,2023-08-30,638,Rejected,46
C001628,A001628,CL61490,V001628,P23136,2024-07-22,48722,Approved,28
C001629,A001629,CL33567,V001629,P91583,2023-06-18,40557,Rejected,28
C001630,A001630,CL04883,V001630,P85589,2023-06-30,44212,Rejected,40
C001631,A001631,CL83197,V001631,P94678,2024-03-24,1417,Rejected,60
C001632,A001632,CL53526,V001632,P14049,2023-09-01,13821,Pending,9
C001633,A001633,CL21811,V001633,P16886,2023-04-05,20053,Rejected,24
C001634,A001634,CL02905,V001634,P30933,2023-04-25,27201,Pending,5
C001635,A001635,CL97815,V001635,P30155,2023-05-04,37651,Rejected,47
C001636,A001636,CL97293,V001636,P53791,2023-08-09,43992,Approved,7
C001637,A001637,CL61990,V001637,P34854,2024-10-17,13758,Approved,60
C001638,A001638,CL03947,V001638,P63869,2023-03-05,5242,Approved,10
C001639,A001639,CL71483,V001639,P10115,2023-06-30,43698,Pending,11
C001640,A001640,CL69117,V001640,P29033,2023-12-18,16705,Approved,39
C001641,A001641,CL75439,V001641,P26019,2024-10-20,11416,Rejected,34
C001642,A001642,CL96709,V001642,P36849,2023-11-13,2483,Pending,9
C001643,A001643,CL75481,V001643,P81378,2024-06-26,12363,Rejected,47
C001644,A001644,CL19221,V001644,P97180,2024-05-11,11207,Pending,11
C001645,A001645,CL19398,V001645,P61550,2024-08-29,44912,Rejected,41
C001646,A001646,CL70055,V001646,P79419,2024-08-28,11326,Pending,40
C001647,A001647,CL06116,V001647,P71770,2024-04-13,33941,Approved,54
C001648,A001648,CL15640,V001648,P30497,2024-06-04,47074,Rejected,56
C001649,A001649,CL19079,V001649,P28614,2024-07-29,29845,Approved,21
C001650,A001650,CL18622,V001650,P43939,2024-04-27,3442,Rejected,23
C001651,A001651,CL81007,V001651,P76022,2024-08-28,38035,Pending,7
C001652,A001652,CL37486,V001652,P30988,2024-12-22,45609,Pending,46
C001653,A001653,CL32838,V001653,P80576,2023-06-16,10405,Pending,43
C001654,A001654,CL08153,V001654,P90435,2024-06-18,13085,Rejected,1
C001655,A001655,CL31637,V001655,P69557,2023-11-10,37538,Approved,48
C001656,A001656,CL17077,V001656,P60847,2025-01-13,43660,Pending,51
C001657,A001657,CL33276,V001657,P33258,2023-12-14,5219,Pending,54
C001658,A001658,CL36344,V001658,P82363,2023-12-24,15206,Pending,46
C001659,A001659,CL80513,V001659,P11899,2023-09-14,39040,Pending,53
C001660,A001660,CL33795,V001660,P86967,2025-02-24,35968,Pending,40
C001661,A001661,CL15202,V001661,P66937,2024-06-17,29127,Approved,10
C001662,A001662,CL19933,V001662,P94227,2023-04-08,5373,Pending,6
C001663,A001663,CL58454,V001663,P42706,2024-09-19,37956,Pending,50
C001664,A001664,CL32300,V001664,P57347,2023-11-17,41111,Rejected,36
C001665,A001665,CL27913,V001665,P84490,2025-02-16,915,Approved,33
C001666,A001666,CL68588,V001666,P34144,2023-11-24,35455,Pending,56
C001667,A001667,CL12204,V001667,P85401,2024-09-02,41670,Approved,43
C001668,A001668,CL02504,V001668,P90748,2024-06-13,27750,Approved,8
C001669,A001669,CL34774,V001669,P37360,2023-06-02,20472,Approved,18
C001670,A001670,CL18973,V001670,P17362,2024-08-12,41501,Rejected,12
C001671,A001671,CL66249,V001671,P13598,2023-02-28,30990,Approved,15
C001672,A001672,CL04634,V001672,P66754,2023-10-24,2222,Approved,49
C001673,A001673,CL45745,V001673,P47448,2023-10-21,46363,Pending,45
C001674,A001674,CL21409,V001674,P35072,2024-08-24,17751,Rejected,17
C001675,A001675,CL65629,V001675,P67558,2023-09-07,46239,Approved,4
C001676,A001676,CL12613,V001676,P67319,2024-03-27,2609,Approved,45
C001677,A001677,CL11306,V001677,P65279,2023-10-17,36200,Pending,26
C001678,A001678,CL51597,V001678,P32512,2024-02-14,3483,Approved,23
C001679,A001679,CL06087,V001679,P56649,2024-04-23,14152,Pending,60
C001680,A001680,CL28227,V001680,P53754,2024-03-27,1926,Rejected,42
C001681,A001681,CL02559,V001681,P98839,2023-12-29,46246,Approved,47
C001682,A001682,CL91870,V001682,P29390,2024-12-11,35348,Rejected,30
C001683,A001683,CL19494,V001683,P70798,2024-12-08,45057,Pending,54
C001684,A001684,CL38046,V001684,P77942,2024-06-12,17329,Pending,46
C001685,A001685,CL36449,V001685,P62940,2024-05-08,30802,Rejected,44
C001686,A001686,CL98777,V001686,P97567,2024-11-09,36333,Pending,29
C001687,A001687,CL01329,V001687,P94938,2023-03-31,33050,Pending,15
C001688,A001688,CL32549,V001688,P50906,2024-11-22,45559,Pending,53
C001689,A001689,CL76979,V001689,P99468,2024-08-09,26380,Rejected,24
C001690,A001690,CL66508,V001690,P52439,2024-08-19,5692,Pending,20
C001691,A001691,CL59333,V001691,P92414,2023-08-28,35352,Approved,9
C001692,A001692,CL25109,V001692,P40639,2023-09-27,42602,Rejected,52
C001693,A001693,CL48559,V001693,P19421,2024-06-28,19207,Approved,45
C001694,A001694,CL95537,V001694,P87328,2023-03-29,1160,Rejected,23
C001695,A001695,CL50136,V001695,P25064,2023-10-18,34195,Pending,55
C001696,A001696,CL43426,V001696,P40305,2025-01-09,43270,Rejected,40
C001697,A001697,CL01667,V001697,P61782,2025-01-30,31464,Pending,32
C001698,A001698,CL28945,V001698,P45056,2023-11-28,21414,Rejected,55
C001699,A001699,CL99832,V001699,P19261,2024-05-02,35343,Pending,4
C001700,A001700,CL76184,V001700,P30782,2023-11-04,37112,Rejected,3
C001701,A001701,CL91770,V001701,P97015,2024-07-08,8541,Pending,38
C001702,A001702,CL67781,V001702,P64585,2023-10-11,35457,Pending,14
C001703,A001703,CL52401,V001703,P87602,2024-11-23,48548,Rejected,14
C001704,A001704,CL32852,V001704,P98573,2024-07-23,15315,Approved,16
C001705,A001705,CL21375,V001705,P73290,2025-02-20,28738,Approved,7
C001706,A001706,CL81666,V001706,P94976,2023-04-21,19725,Rejected,33
C001707,A001707,CL85787,V001707,P31150,2024-10-08,41218,Pending,27
C001708,A001708,CL06210,V001708,P70159,2024-11-24,41127,Rejected,7
C001709,A001709,CL12847,V001709,P53207,2023-05-13,44934,Rejected,28
C001710,A001710,CL85332,V001710,P13422,2023-11-16,7712,Approved,56
C001711,A001711,CL58166,V001711,P74296,2023-09-16,47696,Rejected,40
C001712,A001712,CL10518,V001712,P69400,2024-01-31,15224,Approved,30
C001713,A001713,CL15793,V001713,P98879,2024-01-06,34008,Approved,37
C001714,A001714,CL81515,V001714,P34684,2024-08-13,32875,Rejected,30
C001715,A001715,CL34735,V001715,P31112,2025-01-08,46858,Pending,60
C001716,A001716,CL12637,V001716,P37417,2024-09-24,25681,Pending,22
C001717,A001717,CL69445,V001717,P66929,2023-07-09,4348,Pending,24
C001718,A001718,CL10759,V001718,P12078,2023-10-04,14775,Rejected,10
C001719,A001719,CL26582,V001719,P72867,2024-07-12,17856,Rejected,46
C001720,A001720,CL72745,V001720,P74078,2024-03-29,12417,Approved,45
C001721,A001721,CL46953,V001721,P27216,2024-01-13,7269,Rejected,51
C001722,A001722,CL04701,V001722,P57449,2024-07-06,48056,Rejected,44
C001723,A001723,CL98472,V001723,P24763,2023-06-20,15589,Rejected,45
C001724,A001724,CL17230,V001724,P60586,2024-07-24,5606,Approved,2
C001725,A001725,CL55706,V001725,P79415,2024-05-18,7286,Approved,31
C001726,A001726,CL07071,V001726,P76623,2024-07-08,11446,Pending,57
C001727,A001727,CL38927,V001727,P54463,2024-07-02,28952,Pending,1
C001728,A001728,CL07987,V001728,P21432,2023-11-20,22851,Pending,59
C001729,A001729,CL61222,V001729,P21742,2025-02-04,15625,Rejected,3
C001730,A001730,CL03867,V001730,P20662,2024-05-16,35476,Rejected,4
C001731,A001731,CL36661,V001731,P56313,2024-05-15,26480,Approved,26
C001732,A001732,CL95267,V001732,P78755,2024-12-17,45609,Approved,38
C001733,A001733,CL76549,V001733,P36820,2023-08-17,2390,Rejected,59
C001734,A001734,CL24067,V001734,P22286,2023-09-29,32751,Pending,11
C001735,A001735,CL14119,V001735,P34680,2023-03-27,15033,Pending,51
C001736,A001736,CL83160,V001736,P16451,2024-08-14,9357,Rejected,23
C001737,A001737,CL73791,V001737,P83099,2024-07-13,38085,Rejected,34
C001738,A001738,CL53723,V001738,P44937,2023-11-08,30682,Pending,35
C001739,A001739,CL85946,V001739,P26229,2023-07-26,8107,Rejected,39
C001740,A001740,CL19341,V001740,P97400,2025-01-14,38700,Pending,7
C001741,A001741,CL69824,V001741,P22261,2025-01-25,20132,Rejected,21
C001742,A001742,CL55606,V001742,P18167,2023-09-20,26243,Pending,21
C001743,A001743,CL40629,V001743,P20056,2024-09-02,10572,Approved,35
C001744,A001744,CL99548,V001744,P81105,2023-08-01,41778,Pending,8
C001745,A001745,CL97560,V001745,P28722,2023-05-03,40003,Approved,53
C001746,A001746,CL24438,V001746,P51775,2024-04-20,31968,Rejected,9
C001747,A001747,CL26266,V001747,P60813,2023-03-14,22158,Pending,2
C001748,A001748,CL39845,V001748,P87275,2024-08-31,17120,Rejected,52
C001749,A001749,CL58639,V001749,P31005,2023-05-02,45137,Pending,38
C001750,A001750,CL14407,V001750,P30046,2025-01-29,45634,Approved,32
C001751,A001751,CL85952,V001751,P17903,2023-11-27,41056,Rejected,44
C001752,A001752,CL75353,V001752,P68974,2023-03-07,41406,Pending,16
C001753,A001753,CL34723,V001753,P87679,2023-07-03,1205,Rejected,7
C001754,A001754,CL46469,V001754,P23746,2023-07-24,2066,Approved,44
C001755,A001755,CL55134,V001755,P39880,2023-12-31,14660,Approved,22
C001756,A001756,CL50477,V001756,P75608,2023-11-05,41030,Rejected,35
C001757,A001757,CL57652,V001757,P53864,2024-02-03,22030,Pending,13
C001758,A001758,CL02643,V001758,P52273,2025-01-21,17932,Pending,38
C001759,A001759,CL34599,V001759,P46452,2023-11-04,37113,Pending,26
C001760,A001760,CL33601,V001760,P91671,2023-10-29,42179,Approved,21
C001761,A001761,CL33275,V001761,P95524,2023-11-03,8644,Approved,36
C001762,A001762,CL59215,V001762,P33779,2024-05-04,49224,Approved,26
C001763,A001763,CL22881,V001763,P98724,2024-03-20,25243,Approved,49
C001764,A001764,CL34767,V001764,P86802,2023-04-21,48370,Approved,11
C001765,A001765,CL28361,V001765,P25032,2025-01-26,31023,Approved,16
C001766,A001766,CL32559,V001766,P39539,2025-01-11,5343,Rejected,17
C001767,A001767,CL43318,V001767,P66530,2024-10-28,32426,Rejected,49
C001768,A001768,CL21749,V001768,P34231,2023-09-02,12100,Approved,25
C001769,A001769,CL21479,V001769,P98463,2023-11-06,8061,Rejected,16
C001770,A001770,CL91669,V001770,P24507,2024-08-23,26680,Pending,9
C001771,A001771,CL91605,V001771,P83094,2023-07-02,43564,Rejected,59
C001772,A001772,CL75612,V001772,P64351,2024-02-01,34315,Rejected,56
C001773,A001773,CL11114,V001773,P50943,2023-10-07,37377,Approved,59
C001774,A001774,CL26580,V001774,P47454,2024-02-13,42471,Pending,6
C001775,A001775,CL28047,V001775,P74025,2024-02-17,37196,Approved,21
C001776,A001776,CL79107,V001776,P51779,2024-05-29,36729,Rejected,46
C001777,A001777,CL02916,V001777,P40896,2023-03-18,23946,Approved,45
C001778,A001778,CL58814,V001778,P53713,2023-03-13,29670,Rejected,9
C001779,A001779,CL72755,V001779,P28482,2023-12-31,37667,Rejected,40
C001780,A001780,CL46696,V001780,P31307,2024-07-20,2120,Approved,34
C001781,A001781,CL67013,V001781,P28106,2024-07-24,30840,Pending,29
C001782,A001782,CL40591,V001782,P10731,2023-06-01,34791,Rejected,49
C001783,A001783,CL94830,V001783,P89779,2023-07-08,36135,Rejected,45
C001784,A001784,CL58160,V001784,P21182,2024-12-19,27154,Pending,25
C001785,A001785,CL95627,V001785,P50000,2023-09-26,39434,Rejected,35
C001786,A001786,CL20370,V001786,P41842,2023-04-07,14656,Pending,54
C001787,A001787,CL41320,V001787,P21427,2024-11-08,41549,Pending,2
C001788,A001788,CL57808,V001788,P54334,2024-10-19,9314,Pending,54
C001789,A001789,CL17555,V001789,P75360,2024-08-13,46870,Approved,13
C001790,A001790,CL64162,V001790,P58079,2023-05-05,41998,Rejected,26
C001791,A001791,CL19420,V001791,P43704,2024-05-27,49238,Rejected,32
C001792,A001792,CL68184,V001792,P18017,2025-01-22,41246,Pending,37
C001793,A001793,CL13961,V001793,P24267,2024-08-12,18676,Rejected,38
C001794,A001794,CL09491,V001794,P84484,2024-05-29,14340,Pending,38
C001795,A001795,CL43352,V001795,P92107,2023-08-27,15561,Rejected,48
C001796,A001796,CL30253,V001796,P13113,2024-03-09,18192,Approved,1
C001797,A001797,CL25812,V001797,P48314,2024-01-25,17069,Approved,13
C001798,A001798,CL18281,V001798,P79104,2023-08-05,20806,Approved,38
C001799,A001799,CL69164,V001799,P27137,2024-02-08,22632,Pending,46
C001800,A001800,CL70900,V001800,P76923,2023-07-22,26836,Pending,44
C001801,A001801,CL18685,V001801,P33145,2024-07-12,17153,Approved,2
C001802,A001802,CL73623,V001802,P36540,2023-09-01,14795,Approved,57
C001803,A001803,CL66617,V001803,P36524,2025-01-21,25457,Pending,56
C001804,A001804,CL55804,V001804,P13743,2024-10-12,40931,Approved,40
C001805,A001805,CL98205,V001805,P15950,2024-09-22,37673,Rejected,10
C001806,A001806,CL09970,V001806,P86619,2024-01-27,7476,Rejected,23
C001807,A001807,CL40953,V001807,P73492,2025-02-01,27809,Rejected,31
C001808,A001808,CL86489,V001808,P74513,2023-11-25,5150,Approved,45
C001809,A001809,CL54348,V001809,P14742,2025-01-09,6751,Approved,49
C001810,A001810,CL65656,V001810,P48405,2023-08-27,18942,Rejected,5
C001811,A001811,CL24095,V001811,P81675,2025-01-02,3190,Rejected,35
C001812,A001812,CL73915,V001812,P89823,2023-06-14,26469,Rejected,3
C001813,A001813,CL08962,V001813,P34288,2024-12-14,16070,Approved,27
C001814,A001814,CL28584,V001814,P16123,2023-08-02,21421,Rejected,56
C001815,A001815,CL32396,V001815,P96039,2024-12-21,25263,Pending,10
C001816,A001816,CL69928,V001816,P29237,2024-08-04,16682,Approved,46
C001817,A001817,CL69762,V001817,P11963,2024-06-11,31133,Pending,18
C001818,A001818,CL62488,V001818,P48754,2023-03-29,45633,Pending,59
C001819,A001819,CL51506,V001819,P29878,2023-05-26,25804,Rejected,36
C001820,A001820,CL15023,V001820,P59234,2024-01-24,4721,Pending,14
C001821,A001821,CL67457,V001821,P33746,2023-07-01,31155,Approved,22
C001822,A001822,CL43863,V001822,P56108,2023-09-02,10433,Rejected,6
C001823,A001823,CL03582,V001823,P97781,2024-06-05,23107,Approved,35
C001824,A001824,CL71203,V001824,P56015,2023-06-15,23029,Approved,1
C001825,A001825,CL22754,V001825,P55289,2023-10-05,46228,Rejected,21
C001826,A001826,CL68890,V001826,P33847,2024-03-19,3699,Approved,6
C001827,A001827,CL35148,V001827,P24730,2024-09-24,10875,Approved,12
C001828,A001828,CL96072,V001828,P67240,2024-10-13,21148,Approved,45
C001829,A001829,CL58518,V001829,P94134,2025-02-12,7815,Pending,47
C001830,A001830,CL19161,V001830,P81432,2024-01-09,19876,Pending,49
C001831,A001831,CL45573,V001831,P65385,2025-02-05,3706,Pending,4
C001832,A001832,CL62496,V001832,P50808,2023-12-15,1235,Pending,1
C001833,A001833,CL89929,V001833,P89239,2023-05-27,21493,Rejected,50
C001834,A001834,CL10253,V001834,P28262,2024-01-10,37763,Rejected,60
C001835,A001835,CL72349,V001835,P31970,2023-08-17,4492,Rejected,2
C001836,A001836,CL93858,V001836,P31907,2024-06-24,19479,Approved,4
C001837,A001837,CL46800,V001837,P54755,2023-06-24,22220,Pending,47
C001838,A001838,CL57492,V001838,P14114,2024-08-04,8047,Pending,51
C001839,A001839,CL19562,V001839,P11550,2024-02-20,41039,Pending,47
C001840,A001840,CL22742,V001840,P91899,2023-07-31,41997,Approved,8
C001841,A001841,CL90832,V001841,P13199,2024-01-25,48403,Pending,60
C001842,A001842,CL35773,V001842,P85661,2023-03-04,4513,Approved,33
C001843,A001843,CL95405,V001843,P59472,2024-08-23,34495,Pending,59
C001844,A001844,CL95301,V001844,P50172,2024-06-30,3361,Pending,20
C001845,A001845,CL83603,V001845,P32908,2025-02-24,2653,Rejected,39
C001846,A001846,CL77560,V001846,P56795,2023-09-10,16705,Approved,5
C001847,A001847,CL04378,V001847,P51688,2024-02-14,31162,Rejected,53
C001848,A001848,CL17723,V001848,P96154,2025-02-22,40995,Pending,55
C001849,A001849,CL62196,V001849,P68689,2023-07-15,13233,Pending,57
C001850,A001850,CL22251,V001850,P64468,2025-01-07,32078,Pending,2
C001851,A001851,CL62179,V001851,P64048,2024-01-01,42401,Pending,40
C001852,A001852,CL76698,V001852,P16858,2023-03-25,4840,Pending,20
C001853,A001853,CL23642,V001853,P59808,2024-03-20,1553,Pending,12
